Date Taken,Temperature,Humidity,VOC,PM2.5,PM10
08/03/2025 3:52,28.7,64.7,381.8,96,66.7
08/03/2025 3:52,24.9,38.5,379.3,108.6,153.4
08/03/2025 3:52,23,43.5,222,94.4,16.6
08/03/2025 3:53,21.9,38.6,379.3,117,84.9
08/03/2025 3:53,28.6,61.7,240.7,75.2,184.8
08/03/2025 3:53,19.5,61.2,346.4,75,145.5
08/03/2025 3:53,22.5,53.1,307.8,18.1,157.8
08/03/2025 3:54,29.7,44.1,148.1,39.3,115.8
08/03/2025 3:54,24.9,47.8,348.1,86,73.7
08/03/2025 3:54,20.6,40.2,279,81.9,83.7
08/03/2025 3:54,18.1,63.5,77.8,96.8,31.1
08/03/2025 3:55,24.3,44.4,423.1,83.4,198.6
08/03/2025 3:55,22.9,69.7,379.6,96.1,90.2
08/03/2025 3:55,20.5,41.9,64.9,68.9,72.3
08/03/2025 3:55,25.1,36.1,167.9,43.9,75.4
08/03/2025 3:56,27.4,60.4,206.3,12.5,32
08/03/2025 3:56,19.5,67.2,81.7,116.9,77.6
08/03/2025 3:56,29.1,48.9,448.5,18.7,98.7
08/03/2025 3:56,25.3,44.1,471,56.7,191.2
08/03/2025 3:57,18.4,34.9,488.7,48.1,188
08/03/2025 3:57,20.6,39,241.1,39.7,102.9
08/03/2025 3:57,18.1,47.1,408,85,153.3
08/03/2025 3:57,19.2,68.9,344.7,89.8,150
08/03/2025 3:58,29.4,40.6,229.2,86.1,172.5
08/03/2025 3:58,24.1,54.9,429.5,71.4,32.9
08/03/2025 3:58,22.1,40.1,59.4,17.3,140
08/03/2025 3:58,25,49,297,115,135.1
08/03/2025 3:59,26.7,34.8,476.6,59.5,174.5
08/03/2025 3:59,28.1,52.9,131.2,8.5,172.7
08/03/2025 3:59,23.7,35.2,343.5,94.2,19.1
08/03/2025 3:59,26.6,40.8,216,9.7,77
08/03/2025 4:00,26.5,68.7,198.1,110.1,109.7
08/03/2025 4:00,23.1,50.4,368,12.8,134.4
08/03/2025 4:00,19.8,33.8,203.3,54.5,154.8
08/03/2025 4:00,29.6,49.5,114.6,114.6,70.1
08/03/2025 4:01,22.8,54.7,132.3,28.2,30.7
08/03/2025 4:01,25.9,49.2,257.1,62.7,163.1
08/03/2025 4:01,20.2,37.2,392.7,11.6,57.5
08/03/2025 4:01,26.5,69,384.4,20.2,163.3
08/03/2025 4:02,23.6,60.8,410.5,58.2,182.7
08/03/2025 4:02,23.9,63.7,83.8,97.2,148.2
08/03/2025 4:02,23.3,39.6,252.6,87.4,56.3
08/03/2025 4:02,22.2,38.9,442,26.9,146.1
08/03/2025 4:03,20.6,52.1,421.4,42,158.6
08/03/2025 4:03,23.4,39.8,361.5,6.6,73.1
08/03/2025 4:03,21.3,51.8,285.6,55.8,51.4
08/03/2025 4:03,23.7,49.3,488.8,59.4,150.1
08/03/2025 4:04,18.9,38.4,460.1,66.2,137.1
08/03/2025 4:04,28.3,65.7,143,33.9,99.2
08/03/2025 4:04,26.4,58.3,199.6,76.3,106.5
08/03/2025 4:04,28.6,58,484.4,73,168.3
08/03/2025 4:05,27.3,64.6,82.2,100.8,86.7
08/03/2025 4:05,29.6,69.5,478.1,80.7,136.8
08/03/2025 4:05,26.4,37.7,51.7,76.7,27.9
08/03/2025 4:05,24.3,52.6,291.5,17.2,177.4
08/03/2025 4:06,19.7,31.9,320.5,73.9,82.3
08/03/2025 4:06,22.2,47.7,466.1,81.7,194.8
08/03/2025 4:06,21.7,54.3,272.4,26,126
08/03/2025 4:06,29.8,62.5,181.9,16.4,188
08/03/2025 4:07,25.4,35.8,182.9,97,128.6
08/03/2025 4:07,19.4,40.3,459.7,9.1,127.1
08/03/2025 4:07,27.2,38.9,201.8,99.1,157.6
08/03/2025 4:07,24.1,58.1,242.4,36.4,145.3
08/03/2025 4:08,24.9,67.4,284.2,99.8,146.8
08/03/2025 4:08,21.5,62.8,161.4,105.6,158.9
08/03/2025 4:08,24,34.9,302.7,89.6,190.8
08/03/2025 4:08,24.2,52.8,181.6,82.4,28.8
08/03/2025 4:09,29.4,31.9,181.1,12.5,84.2
08/03/2025 4:09,25.4,51.2,254.4,56.4,180.2
08/03/2025 4:09,29.5,38.7,103.7,68.5,86
08/03/2025 4:09,18,37.1,55.1,20.9,68.1
